date,customer_id,demand
2024-03-19,1,90.2
2024-03-20,1,68.7
2024-03-21,1,86.2
2024-03-22,1,66.4
2024-03-23,1,92.4
2024-03-24,1,58.5
2024-03-25,1,64.9
2024-03-26,1,80.2
2024-03-27,1,62.8
2024-03-28,1,78.9
2024-03-29,1,62.1
2024-03-30,1,73.4
2024-03-31,1,79.9
2024-04-01,1,91.7
2024-04-02,1,57.7
2024-04-03,1,92.7
2024-04-04,1,75.3
2024-04-05,1,116.1
2024-04-06,1,78.1
2024-04-07,1,65.8
2024-04-08,1,76.3
2024-04-09,1,58.3
2024-04-10,1,74.4
2024-04-11,1,72.4
2024-04-12,1,102.3
2024-04-13,1,88.2
2024-04-14,1,55.8
2024-04-15,1,55.8
2024-04-16,1,60.7
2024-04-17,1,46.4
2024-04-18,1,45.4
2024-04-19,1,113.5
2024-04-20,1,70.9
2024-04-21,1,88.7
2024-04-22,1,62.8
2024-04-23,1,66.8
2024-04-24,1,50.8
2024-04-25,1,88.2
2024-04-26,1,77.6
2024-04-27,1,107.1
2024-04-28,1,63.9
2024-04-29,1,88.9
2024-04-30,1,90.2
2024-05-01,1,52.9
2024-05-02,1,78.2
2024-05-03,1,68.1
2024-05-04,1,66.4
2024-05-05,1,73.3
2024-05-06,1,83.0
2024-05-07,1,88.3
2024-05-08,1,67.2
2024-05-09,1,84.2
2024-05-10,1,90.1
2024-05-11,1,81.1
2024-05-12,1,59.4
2024-05-13,1,71.8
2024-05-14,1,114.1
2024-05-15,1,59.2
2024-05-16,1,68.8
2024-05-17,1,69.1
2024-05-18,1,101.3
2024-05-19,1,94.3
2024-05-20,1,87.0
2024-05-21,1,94.6
2024-05-22,1,68.9
2024-05-23,1,91.3
2024-05-24,1,68.6
2024-05-25,1,102.7
2024-05-26,1,88.4
2024-05-27,1,61.9
2024-05-28,1,82.2
2024-05-29,1,56.5
2024-05-30,1,52.2
2024-05-31,1,59.9
2024-06-01,1,63.7
2024-06-02,1,55.4
2024-06-03,1,67.7
2024-06-04,1,91.2
2024-06-05,1,65.6
2024-06-06,1,58.4
2024-06-07,1,88.0
2024-06-08,1,74.7
2024-06-09,1,69.3
2024-06-10,1,73.1
2024-06-11,1,74.3
2024-06-12,1,59.4
2024-06-13,1,65.5
2024-06-14,1,91.1
2024-06-15,1,72.9
2024-06-16,1,64.7
2024-06-17,1,71.4
2024-06-18,1,72.6
2024-06-19,1,63.0
2024-06-20,1,74.1
2024-06-21,1,77.0
2024-06-22,1,58.3
2024-06-23,1,74.3
2024-06-24,1,56.0
2024-06-25,1,104.7
2024-06-26,1,70.4
2024-06-27,1,63.0
2024-06-28,1,88.2
2024-06-29,1,96.0
2024-06-30,1,83.9
2024-07-01,1,69.4
2024-07-02,1,78.7
2024-07-03,1,74.5
2024-07-04,1,67.7
2024-07-05,1,54.7
2024-07-06,1,75.0
2024-07-07,1,34.9
2024-07-08,1,55.6
2024-07-09,1,81.4
2024-07-10,1,67.1
2024-07-11,1,64.7
2024-07-12,1,62.8
2024-07-13,1,62.3
2024-07-14,1,56.3
2024-07-15,1,48.3
2024-07-16,1,38.1
2024-07-17,1,76.3
2024-07-18,1,82.7
2024-07-19,1,65.4
2024-07-20,1,84.0
2024-07-21,1,49.9
2024-07-22,1,67.7
2024-07-23,1,47.1
2024-07-24,1,74.0
2024-07-25,1,63.9
2024-07-26,1,55.8
2024-07-27,1,79.0
2024-07-28,1,81.9
2024-07-29,1,63.0
2024-07-30,1,62.1
2024-07-31,1,62.6
2024-08-01,1,64.1
2024-08-02,1,87.8
2024-08-03,1,88.6
2024-08-04,1,38.8
2024-08-05,1,76.4
2024-08-06,1,59.7
2024-08-07,1,81.0
2024-08-08,1,67.0
2024-08-09,1,83.7
2024-08-10,1,64.7
2024-08-11,1,46.5
2024-08-12,1,64.5
2024-08-13,1,72.3
2024-08-14,1,70.4
2024-08-15,1,71.1
2024-08-16,1,72.9
2024-08-17,1,78.9
2024-08-18,1,52.1
2024-08-19,1,60.0
2024-08-20,1,43.9
2024-08-21,1,60.3
2024-08-22,1,57.3
2024-08-23,1,70.5
2024-08-24,1,82.4
2024-08-25,1,61.2
2024-08-26,1,28.8
2024-08-27,1,75.7
2024-08-28,1,61.8
2024-08-29,1,69.3
2024-08-30,1,59.7
2024-08-31,1,79.5
2024-09-01,1,77.9
2024-09-02,1,42.5
2024-09-03,1,73.6
2024-09-04,1,50.2
2024-09-05,1,52.6
2024-09-06,1,68.9
2024-09-07,1,96.0
2024-09-08,1,40.6
2024-09-09,1,54.0
2024-09-10,1,60.1
2024-09-11,1,67.3
2024-09-12,1,59.2
2024-09-13,1,74.4
2024-09-14,1,56.1
2024-09-15,1,68.8
2024-09-16,1,71.1
2024-09-17,1,47.8
2024-09-18,1,51.5
2024-09-19,1,64.3
2024-09-20,1,73.0
2024-09-21,1,75.9
2024-09-22,1,46.7
2024-09-23,1,55.6
2024-09-24,1,55.0
2024-09-25,1,74.9
2024-09-26,1,58.6
2024-09-27,1,62.9
2024-09-28,1,58.0
2024-09-29,1,60.1
2024-09-30,1,73.7
2024-10-01,1,43.7
2024-10-02,1,61.8
2024-10-03,1,66.3
2024-10-04,1,94.3
2024-10-05,1,78.6
2024-10-06,1,75.4
2024-10-07,1,61.3
2024-10-08,1,45.0
2024-10-09,1,45.3
2024-10-10,1,52.7
2024-10-11,1,71.1
2024-10-12,1,66.0
2024-10-13,1,55.9
2024-10-14,1,81.4
2024-10-15,1,34.3
2024-10-16,1,49.2
2024-10-17,1,87.6
2024-10-18,1,74.2
2024-10-19,1,62.4
2024-10-20,1,47.8
2024-10-21,1,70.0
2024-10-22,1,69.1
2024-10-23,1,70.0
2024-10-24,1,46.8
2024-10-25,1,71.8
2024-10-26,1,68.2
2024-10-27,1,67.6
2024-10-28,1,43.3
2024-10-29,1,68.7
2024-10-30,1,79.3
2024-10-31,1,46.8
2024-11-01,1,82.4
2024-11-02,1,93.2
2024-11-03,1,73.2
2024-11-04,1,62.2
2024-11-05,1,64.9
2024-11-06,1,57.1
2024-11-07,1,65.8
2024-11-08,1,59.1
2024-11-09,1,73.6
2024-11-10,1,53.8
2024-11-11,1,46.4
2024-11-12,1,80.6
2024-11-13,1,42.2
2024-11-14,1,84.9
2024-11-15,1,44.0
2024-11-16,1,86.6
2024-11-17,1,66.7
2024-11-18,1,45.3
2024-11-19,1,58.5
2024-11-20,1,52.9
2024-11-21,1,54.0
2024-11-22,1,86.2
2024-11-23,1,59.0
2024-11-24,1,42.0
2024-11-25,1,78.2
2024-11-26,1,70.8
2024-11-27,1,65.9
2024-11-28,1,62.4
2024-11-29,1,85.1
2024-11-30,1,81.3
2024-12-01,1,64.6
2024-12-02,1,59.3
2024-12-03,1,80.1
2024-12-04,1,84.5
2024-12-05,1,72.3
2024-12-06,1,118.6
2024-12-07,1,81.0
2024-12-08,1,69.5
2024-12-09,1,86.0
2024-12-10,1,72.0
2024-12-11,1,70.8
2024-12-12,1,63.9
2024-12-13,1,85.8
2024-12-14,1,54.1
2024-12-15,1,59.7
2024-12-16,1,55.3
2024-12-17,1,41.5
2024-12-18,1,82.4
2024-12-19,1,65.8
2024-12-20,1,67.8
2024-12-21,1,86.1
2024-12-22,1,53.8
2024-12-23,1,81.8
2024-12-24,1,88.1
2024-12-25,1,52.0
2024-12-26,1,86.2
2024-12-27,1,84.7
2024-12-28,1,99.1
2024-12-29,1,73.5
2024-12-30,1,60.3
2024-12-31,1,50.6
2025-01-01,1,56.9
2025-01-02,1,64.8
2025-01-03,1,98.3
2025-01-04,1,93.5
2025-01-05,1,76.8
2025-01-06,1,92.9
2025-01-07,1,48.5
2025-01-08,1,57.7
2025-01-09,1,57.9
2025-01-10,1,86.1
2025-01-11,1,58.4
2025-01-12,1,65.2
2025-01-13,1,92.8
2025-01-14,1,86.8
2025-01-15,1,95.1
2025-01-16,1,67.0
2025-01-17,1,69.5
2025-01-18,1,89.8
2025-01-19,1,61.8
2025-01-20,1,73.6
2025-01-21,1,73.5
2025-01-22,1,82.8
2025-01-23,1,95.1
2025-01-24,1,108.3
2025-01-25,1,100.8
2025-01-26,1,72.9
2025-01-27,1,85.4
2025-01-28,1,71.3
2025-01-29,1,63.6
2025-01-30,1,55.4
2025-01-31,1,79.7
2025-02-01,1,97.2
2025-02-02,1,87.4
2025-02-03,1,77.8
2024-01-01,2,25.7
2024-01-02,2,21.3
2024-01-03,2,30.5
2024-01-04,2,23.8
2024-01-05,2,26.3
2024-01-06,2,30.9
2024-01-07,2,23.0
2024-01-08,2,25.5
2024-01-09,2,29.8
2024-01-10,2,20.4
2024-01-11,2,22.2
2024-01-12,2,26.0
2024-01-13,2,27.7
2024-01-14,2,32.0
2024-01-15,2,27.9
2024-01-16,2,30.3
2024-01-17,2,13.1
2024-01-18,2,27.1
2024-01-19,2,29.1
2024-01-20,2,31.2
2024-01-21,2,24.7
2024-01-22,2,21.7
2024-01-23,2,27.2
2024-01-24,2,23.6
2024-01-25,2,24.6
2024-01-26,2,25.4
2024-01-27,2,27.4
2024-01-28,2,27.3
2024-01-29,2,28.1
2024-01-30,2,24.6
2024-01-31,2,24.4
2024-02-01,2,24.2
2024-02-02,2,33.5
2024-02-03,2,26.5
2024-02-04,2,23.7
2024-02-05,2,25.1
2024-02-06,2,23.1
2024-02-07,2,26.6
2024-02-08,2,32.9
2024-02-09,2,28.8
2024-02-10,2,36.4
2024-02-11,2,29.4
2024-02-12,2,26.5
2024-02-13,2,28.8
2024-02-14,2,31.9
2024-02-15,2,21.3
2024-02-16,2,33.0
2024-02-17,2,35.8
2024-02-18,2,22.2
2024-02-19,2,31.9
2024-02-20,2,28.6
2024-02-21,2,21.9
2024-02-22,2,28.8
2024-02-23,2,22.5
2024-02-24,2,23.3
2024-02-25,2,19.0
2024-02-26,2,27.3
2024-02-27,2,23.4
2024-02-28,2,22.6
2024-02-29,2,23.0
2024-03-01,2,29.9
2024-03-02,2,27.9
2024-03-03,2,23.2
2024-03-04,2,26.0
2024-03-05,2,21.1
2024-03-06,2,23.0
2024-03-07,2,31.4
2024-03-08,2,32.3
2024-03-09,2,20.0
2024-03-10,2,33.1
2024-03-11,2,22.4
2024-03-12,2,34.1
2024-03-13,2,26.7
2024-03-14,2,30.4
2024-03-15,2,20.4
2024-03-16,2,25.4
2024-03-17,2,23.3
2024-03-18,2,23.1
2024-03-19,2,22.1
2024-03-20,2,23.6
2024-03-21,2,25.3
2024-03-22,2,27.1
2024-03-23,2,29.3
2024-03-24,2,27.8
2024-03-25,2,18.0
2024-03-26,2,24.7
2024-03-27,2,21.5
2024-03-28,2,25.6
2024-03-29,2,32.8
2024-03-30,2,22.4
2024-03-31,2,24.2
2024-04-01,2,30.5
2024-04-02,2,31.0
2024-04-03,2,23.7
2024-04-04,2,30.8
2024-04-05,2,32.4
2024-04-06,2,30.4
2024-04-07,2,23.9
2024-04-08,2,26.8
2024-04-09,2,29.3
2024-04-10,2,23.3
2024-04-11,2,27.9
2024-04-12,2,23.7
2024-04-13,2,23.1
2024-04-14,2,28.3
2024-04-15,2,25.0
2024-04-16,2,22.9
2024-04-17,2,27.8
2024-04-18,2,28.9
2024-04-19,2,30.9
2024-04-20,2,37.1
2024-04-21,2,22.7
2024-04-22,2,23.1
2024-04-23,2,30.8
2024-04-24,2,21.4
2024-04-25,2,29.5
2024-04-26,2,21.2
2024-04-27,2,24.4
2024-04-28,2,24.7
2024-04-29,2,24.3
2024-04-30,2,33.1
2024-05-01,2,21.2
2024-05-02,2,25.8
2024-05-03,2,29.9
2024-05-04,2,29.1
2024-05-05,2,30.8
2024-05-06,2,22.9
2024-05-07,2,23.8
2024-05-08,2,21.4
2024-05-09,2,30.5
2024-05-10,2,31.0
2024-05-11,2,31.3
2024-05-12,2,26.3
2024-05-13,2,20.7
2024-05-14,2,28.1
2024-05-15,2,27.6
2024-05-16,2,31.9
2024-05-17,2,31.5
2024-05-18,2,24.2
2024-05-19,2,23.1
2024-05-20,2,33.1
2024-05-21,2,20.2
2024-05-22,2,19.9
2024-05-23,2,26.4
2024-05-24,2,37.1
2024-05-25,2,29.7
2024-05-26,2,20.3
2024-05-27,2,35.0
2024-05-28,2,21.7
2024-05-29,2,29.1
2024-05-30,2,31.9
2024-05-31,2,30.0
2024-06-01,2,32.9
2024-06-02,2,32.5
2024-06-03,2,19.4
2024-06-04,2,27.9
2024-06-05,2,30.2
2024-06-06,2,30.1
2024-06-07,2,26.6
2024-06-08,2,31.4
2024-06-09,2,22.7
2024-06-10,2,22.6
2024-06-11,2,20.2
2024-06-12,2,27.8
2024-06-13,2,25.6
2024-06-14,2,34.9
2024-06-15,2,16.3
2024-06-16,2,20.7
2024-06-17,2,26.4
2024-06-18,2,32.4
2024-06-19,2,21.5
2024-06-20,2,16.8
2024-06-21,2,25.6
2024-06-22,2,28.2
2024-06-23,2,28.7
2024-06-24,2,29.2
2024-06-25,2,27.4
2024-06-26,2,24.3
2024-06-27,2,33.6
2024-06-28,2,24.8
2024-06-29,2,27.2
2024-06-30,2,26.7
2024-07-01,2,22.3
2024-07-02,2,22.9
2024-07-03,2,27.2
2024-07-04,2,20.4
2024-07-05,2,26.8
2024-07-06,2,27.5
2024-07-07,2,34.7
2024-07-08,2,27.5
2024-07-09,2,20.7
2024-07-10,2,27.6
2024-07-11,2,20.1
2024-07-12,2,29.0
2024-07-13,2,19.9
2024-07-14,2,27.5
2024-07-15,2,23.2
2024-07-16,2,18.8
2024-07-17,2,26.0
2024-07-18,2,27.4
2024-07-19,2,29.6
2024-07-20,2,27.9
2024-07-21,2,18.7
2024-07-22,2,27.1
2024-07-23,2,15.3
2024-07-24,2,21.7
2024-07-25,2,32.7
2024-07-26,2,21.3
2024-07-27,2,18.9
2024-07-28,2,20.2
2024-07-29,2,24.9
2024-07-30,2,23.9
2024-07-31,2,27.6
2024-08-01,2,24.1
2024-08-02,2,22.2
2024-08-03,2,30.9
2024-08-04,2,21.3
2024-08-05,2,26.0
2024-08-06,2,29.2
2024-08-07,2,26.2
2024-08-08,2,28.9
2024-08-09,2,21.3
2024-08-10,2,25.1
2024-08-11,2,24.5
2024-08-12,2,18.8
2024-08-13,2,28.7
2024-08-14,2,27.5
2024-08-15,2,25.1
2024-08-16,2,29.9
2024-08-17,2,26.0
2024-08-18,2,19.7
2024-08-19,2,21.5
2024-08-20,2,22.3
2024-08-21,2,23.7
2024-08-22,2,23.0
2024-08-23,2,28.4
2024-08-24,2,21.3
2024-08-25,2,20.2
2024-08-26,2,24.5
2024-08-27,2,27.6
2024-08-28,2,16.8
2024-08-29,2,24.9
2024-08-30,2,31.4
2024-08-31,2,27.1
2024-09-01,2,23.0
2024-09-02,2,22.1
2024-09-03,2,23.6
2024-09-04,2,21.1
2024-09-05,2,16.7
2024-09-06,2,33.5
2024-09-07,2,28.9
2024-09-08,2,21.1
2024-09-09,2,28.4
2024-09-10,2,22.3
2024-09-11,2,26.1
2024-09-12,2,16.5
2024-09-13,2,23.8
2024-09-14,2,32.1
2024-09-15,2,29.6
2024-09-16,2,31.4
2024-09-17,2,28.9
2024-09-18,2,30.8
2024-09-19,2,20.5
2024-09-20,2,20.5
2024-09-21,2,15.7
2024-09-22,2,23.3
2024-09-23,2,22.2
2024-09-24,2,29.7
2024-09-25,2,22.5
2024-09-26,2,29.6
2024-09-27,2,20.0
2024-09-28,2,35.3
2024-09-29,2,23.2
2024-09-30,2,28.2
2024-10-01,2,27.3
2024-10-02,2,20.0
2024-10-03,2,28.1
2024-10-04,2,24.8
2024-10-05,2,31.1
2024-10-06,2,26.0
2024-10-07,2,25.5
2024-10-08,2,23.7
2024-10-09,2,22.7
2024-10-10,2,23.9
2024-10-11,2,16.1
2024-10-12,2,32.2
2024-10-13,2,23.7
2024-10-14,2,25.1
2024-10-15,2,20.1
2024-10-16,2,25.2
2024-10-17,2,22.2
2024-10-18,2,35.2
2024-10-19,2,20.6
2024-10-20,2,29.8
2024-10-21,2,20.7
2024-10-22,2,25.5
2024-10-23,2,22.6
2024-10-24,2,20.1
2024-10-25,2,18.1
2024-10-26,2,31.3
2024-10-27,2,16.7
2024-10-28,2,22.7
2024-10-29,2,29.4
2024-10-30,2,30.2
2024-10-31,2,25.9
2024-11-01,2,20.2
2024-11-02,2,27.4
2024-11-03,2,24.5
2024-11-04,2,20.9
2024-11-05,2,29.9
2024-11-06,2,25.3
2024-11-07,2,26.0
2024-11-08,2,27.1
2024-11-09,2,21.5
2024-11-10,2,20.5
2024-11-11,2,20.4
2024-11-12,2,29.8
2024-11-13,2,25.4
2024-11-14,2,26.5
2024-11-15,2,31.1
2024-11-16,2,30.5
2024-11-17,2,32.8
2024-11-18,2,28.0
2024-11-19,2,26.0
2024-11-20,2,25.1
2024-11-21,2,31.8
2024-11-22,2,20.3
2024-11-23,2,36.3
2024-11-24,2,23.3
2024-11-25,2,27.6
2024-11-26,2,23.9
2024-11-27,2,25.5
2024-11-28,2,24.8
2024-11-29,2,10.8
2024-11-30,2,23.7
2024-12-01,2,22.3
2024-12-02,2,19.9
2024-12-03,2,17.2
2024-12-04,2,27.4
2024-12-05,2,20.5
2024-12-06,2,31.3
2024-12-07,2,36.2
2024-12-08,2,20.7
2024-12-09,2,24.6
2024-12-10,2,30.6
2024-12-11,2,25.4
2024-12-12,2,24.8
2024-12-13,2,18.5
2024-12-14,2,37.9
2024-12-15,2,24.4
2024-12-16,2,19.8
2024-12-17,2,29.8
2024-12-18,2,24.3
2024-12-19,2,26.0
2024-12-20,2,26.7
2024-12-21,2,34.5
2024-12-22,2,29.3
2024-12-23,2,24.3
2024-12-24,2,27.0
2024-12-25,2,34.2
2024-12-26,2,27.7
2024-12-27,2,28.2
2024-12-28,2,38.2
2024-12-29,2,24.1
2024-12-30,2,27.3
2024-12-31,2,20.4
2025-01-01,2,22.9
2025-01-02,2,24.5
2025-01-03,2,33.8
2025-01-04,2,37.0
2025-01-05,2,25.3
2025-01-06,2,30.6
2025-01-07,2,26.6
2025-01-08,2,30.7
2025-01-09,2,23.3
2025-01-10,2,32.1
2025-01-11,2,30.6
2025-01-12,2,29.0
2025-01-13,2,39.2
2025-01-14,2,29.0
2025-01-15,2,34.7
2025-01-16,2,32.6
2025-01-17,2,24.0
2025-01-18,2,35.2
2025-01-19,2,34.0
2025-01-20,2,20.5
2025-01-21,2,23.9
2025-01-22,2,45.1
2025-01-23,2,28.3
2025-01-24,2,30.5
2025-01-25,2,33.6
2025-01-26,2,23.8
2025-01-27,2,29.2
2025-01-28,2,29.5
2025-01-29,2,26.5
2025-01-30,2,35.7
2025-01-31,2,42.8
2025-02-01,2,39.2
2025-02-02,2,24.7
2025-02-03,2,26.3
2024-01-01,3,52.7
2024-01-02,3,73.6
2024-01-03,3,65.2
2024-01-04,3,63.5
2024-01-05,3,69.5
2024-01-06,3,82.6
2024-01-07,3,72.6
2024-01-08,3,56.7
2024-01-09,3,88.0
2024-01-10,3,71.4
2024-01-11,3,53.7
2024-01-12,3,93.2
2024-01-13,3,69.6
2024-01-14,3,98.4
2024-01-15,3,90.3
2024-01-16,3,79.2
2024-01-17,3,105.7
2024-01-18,3,61.9
2024-01-19,3,90.2
2024-01-20,3,82.3
2024-01-21,3,62.1
2024-01-22,3,56.0
2024-01-23,3,90.1
2024-01-24,3,69.9
2024-01-25,3,61.0
2024-01-26,3,77.5
2024-01-27,3,137.3
2024-01-28,3,78.1
2024-01-29,3,65.4
2024-01-30,3,73.7
2024-01-31,3,93.8
2024-02-01,3,74.9
2024-02-02,3,84.3
2024-02-03,3,84.1
2024-02-04,3,71.2
2024-02-05,3,74.1
2024-02-06,3,95.7
2024-02-07,3,72.6
2024-02-08,3,75.0
2024-02-09,3,43.6
2024-02-10,3,101.8
2024-02-11,3,96.7
2024-02-12,3,68.5
2024-02-13,3,87.0
2024-02-14,3,63.2
2024-02-15,3,82.0
2024-02-16,3,99.3
2024-02-17,3,54.4
2024-02-18,3,97.2
2024-02-19,3,99.0
2024-02-20,3,77.8
2024-02-21,3,65.0
2024-02-22,3,80.3
2024-02-23,3,91.8
2024-02-24,3,107.2
2024-02-25,3,79.1
2024-02-26,3,79.6
2024-02-27,3,96.1
2024-02-28,3,89.9
2024-02-29,3,83.6
2024-03-01,3,80.4
2024-03-02,3,79.7
2024-03-03,3,70.3
2024-03-04,3,68.5
2024-03-05,3,75.9
2024-03-06,3,99.8
2024-03-07,3,76.4
2024-03-08,3,92.1
2024-03-09,3,61.4
2024-03-10,3,96.3
2024-03-11,3,76.1
2024-03-12,3,90.2
2024-03-13,3,88.7
2024-03-14,3,73.8
2024-03-15,3,104.8
2024-03-16,3,70.4
2024-03-17,3,73.3
2024-03-18,3,104.1
2024-03-19,3,69.8
2024-03-20,3,92.4
2024-03-21,3,84.4
2024-03-22,3,83.1
2024-03-23,3,121.0
2024-03-24,3,81.7
2024-03-25,3,93.3
2024-03-26,3,114.9
2024-03-27,3,60.0
2024-03-28,3,82.6
2024-03-29,3,111.2
2024-03-30,3,95.6
2024-03-31,3,103.4
2024-04-01,3,93.2
2024-04-02,3,86.0
2024-04-03,3,90.9
2024-04-04,3,69.4
2024-04-05,3,68.4
2024-04-06,3,61.4
2024-04-07,3,85.7
2024-04-08,3,66.5
2024-04-09,3,100.0
2024-04-10,3,65.6
2024-04-11,3,58.3
2024-04-12,3,59.5
2024-04-13,3,118.1
2024-04-14,3,79.1
2024-04-15,3,90.0
2024-04-16,3,65.3
2024-04-17,3,105.7
2024-04-18,3,60.1
2024-04-19,3,92.3
2024-04-20,3,85.4
2024-04-21,3,97.5
2024-04-22,3,64.5
2024-04-23,3,74.1
2024-04-24,3,78.0
2024-04-25,3,80.4
2024-04-26,3,95.1
2024-04-27,3,105.1
2024-04-28,3,98.6
2024-04-29,3,78.0
2024-04-30,3,77.0
2024-05-01,3,82.9
2024-05-02,3,88.7
2024-05-03,3,92.8
2024-05-04,3,105.3
2024-05-05,3,85.1
2024-05-06,3,96.2
2024-05-07,3,70.5
2024-05-08,3,83.2
2024-05-09,3,72.7
2024-05-10,3,62.0
2024-05-11,3,77.9
2024-05-12,3,82.4
2024-05-13,3,72.7
2024-05-14,3,62.7
2024-05-15,3,88.7
2024-05-16,3,96.5
2024-05-17,3,104.9
2024-05-18,3,101.4
2024-05-19,3,61.7
2024-05-20,3,84.8
2024-05-21,3,99.3
2024-05-22,3,94.5
2024-05-23,3,79.6
2024-05-24,3,107.2
2024-05-25,3,85.0
2024-05-26,3,72.7
2024-05-27,3,82.8
2024-05-28,3,85.4
2024-05-29,3,69.5
2024-05-30,3,74.7
2024-05-31,3,104.8
2024-06-01,3,78.9
2024-06-02,3,80.4
2024-06-03,3,80.6
2024-06-04,3,91.2
2024-06-05,3,74.3
2024-06-06,3,79.6
2024-06-07,3,103.0
2024-06-08,3,77.1
2024-06-09,3,65.6
2024-06-10,3,55.9
2024-06-11,3,87.2
2024-06-12,3,66.8
2024-06-13,3,68.7
2024-06-14,3,57.8
2024-06-15,3,79.1
2024-06-16,3,60.7
2024-06-17,3,69.7
2024-06-18,3,68.9
2024-06-19,3,71.2
2024-06-20,3,94.5
2024-06-21,3,67.0
2024-06-22,3,79.7
2024-06-23,3,64.0
2024-06-24,3,67.0
2024-06-25,3,77.1
2024-06-26,3,84.7
2024-06-27,3,72.6
2024-06-28,3,86.1
2024-06-29,3,90.1
2024-06-30,3,72.1
2024-07-01,3,65.1
2024-07-02,3,70.8
2024-07-03,3,73.6
2024-07-04,3,53.5
2024-07-05,3,90.7
2024-07-06,3,81.0
2024-07-07,3,77.8
2024-07-08,3,76.3
2024-07-09,3,55.2
2024-07-10,3,61.9
2024-07-11,3,70.9
2024-07-12,3,62.6
2024-07-13,3,92.9
2024-07-14,3,53.7
2024-07-15,3,88.7
2024-07-16,3,72.6
2024-07-17,3,75.6
2024-07-18,3,52.8
2024-07-19,3,75.5
2024-07-20,3,74.2
2024-07-21,3,86.0
2024-07-22,3,91.2
2024-07-23,3,85.7
2024-07-24,3,39.7
2024-07-25,3,68.3
2024-07-26,3,60.3
2024-07-27,3,73.8
2024-07-28,3,62.5
2024-07-29,3,48.2
2024-07-30,3,52.7
2024-07-31,3,72.7
2024-08-01,3,65.1
2024-08-02,3,67.3
2024-08-03,3,77.4
2024-08-04,3,55.2
2024-08-05,3,74.7
2024-08-06,3,61.2
2024-08-07,3,78.6
2024-08-08,3,43.0
2024-08-09,3,80.0
2024-08-10,3,70.2
2024-08-11,3,48.8
2024-08-12,3,54.7
2024-08-13,3,65.4
2024-08-14,3,73.6
2024-08-15,3,62.8
2024-08-16,3,70.0
2024-08-17,3,65.4
2024-08-18,3,58.9
2024-08-19,3,87.7
2024-08-20,3,71.9
2024-08-21,3,80.2
2024-08-22,3,58.8
2024-08-23,3,77.5
2024-08-24,3,69.5
2024-08-25,3,73.7
2024-08-26,3,66.1
2024-08-27,3,81.1
2024-08-28,3,63.3
2024-08-29,3,59.9
2024-08-30,3,61.0
2024-08-31,3,64.2
2024-09-01,3,73.2
2024-09-02,3,56.6
2024-09-03,3,63.5
2024-09-04,3,71.2
2024-09-05,3,79.6
2024-09-06,3,57.5
2024-09-07,3,70.2
2024-09-08,3,49.3
2024-09-09,3,67.3
2024-09-10,3,59.8
2024-09-11,3,64.6
2024-09-12,3,49.4
2024-09-13,3,65.5
2024-09-14,3,50.4
2024-09-15,3,69.6
2024-09-16,3,55.1
2024-09-17,3,53.2
2024-09-18,3,64.5
2024-09-19,3,68.2
2024-09-20,3,63.5
2024-09-21,3,71.7
2024-09-22,3,63.9
2024-09-23,3,57.1
2024-09-24,3,52.2
2024-09-25,3,53.7
2024-09-26,3,66.8
2024-09-27,3,73.2
2024-09-28,3,57.3
2024-09-29,3,55.5
2024-09-30,3,69.3
2024-10-01,3,63.7
